poligono,data_planio,cultura
"{""type"":""Polygon"",""coordinates"":[[[-51.6749399090676,-24.3246308491154],[-51.6748687959287,-24.3250905218306],[-51.674722591582,-24.3255284317856],[-51.674793702187,-24.3256888080995],[-51.674725332928,-24.3259787918318],[-51.6746203238012,-24.3262916641544],[-51.6744161414241,-24.3262688459259],[-51.6740594122335,-24.3262177441942],[-51.6738220880294,-24.3261514343615],[-51.6736989370042,-24.3259804406073],[-51.6735990817774,-24.3258792091099],[-51.6732095915651,-24.3259551478934],[-51.6728937859494,-24.3260796903706],[-51.6724224100681,-24.3260431469289],[-51.672287470594,-24.326049966824],[-51.6722771184714,-24.326101736879],[-51.6715290482711,-24.3259638893159],[-51.671392943034,-24.325875697379],[-51.6711105688686,-24.325829835796],[-51.6709062360357,-24.3257786133046],[-51.6706441030063,-24.3258010259202],[-51.6705344128108,-24.3258423829004],[-51.6697651166042,-24.3257309849627],[-51.6700752873438,-24.3255077178387],[-51.6703536387328,-24.325331562959],[-51.6708841895015,-24.3250756821317],[-51.6711803127214,-24.3248314296605],[-51.671488662123,-24.3246575203833],[-51.6718503229757,-24.3244142039976],[-51.6721518067471,-24.3242310304647],[-51.6723662859989,-24.3242670264643],[-51.6728221516176,-24.3242148036025],[-51.6732774183371,-24.3242682433303],[-51.6736387983407,-24.3242097723667],[-51.6741328708654,-24.3243704155717],[-51.6745601063881,-24.3245211321793],[-51.6748612669153,-24.3245295856948],[-51.6748786960843,-24.3245238138702],[-51.6749399090676,-24.3246308491154],[-51.6749399090676,-24.3246308491154]]]}",2019-10-23,Soja
"{""type"":""Polygon"",""coordinates"":[[[-51.5663744684573,-23.9838100153671],[-51.5669744364988,-23.9841518020116],[-51.5672926918014,-23.9847933475341],[-51.5675014671543,-23.9854236035876],[-51.5676293876438,-23.9861321248482],[-51.567930645364,-23.9864866775927],[-51.5683266988798,-23.9867369063729],[-51.5688710611248,-23.9871673126219],[-51.5694503072874,-23.9875213072587],[-51.5704089576306,-23.9879955734832],[-51.5711029311377,-23.9886513817403],[-51.5713961122023,-23.9891278006728],[-51.5715975934708,-23.9897152822613],[-51.5717226768136,-23.9903630647553],[-51.5719420935039,-23.9913897210596],[-51.5720628826308,-23.9923021969273],[-51.572050014235,-23.9929770740773],[-51.5718197994996,-23.9935574880561],[-51.5714818830292,-23.9949088474666],[-51.5713430810127,-23.9954002208433],[-51.5700039803895,-23.996472234516],[-51.5695615222323,-23.9967712021041],[-51.5686024559145,-23.9974750340424],[-51.5673027260705,-23.9985427350575],[-51.5674120889925,-23.997999369975],[-51.5675043223608,-23.9970556227596],[-51.5678944981647,-23.9960511533534],[-51.5682943077031,-23.9947293603734],[-51.5687264046786,-23.9938380278581],[-51.5691022935967,-23.9928141382366],[-51.5690634726614,-23.9915737894457],[-51.5684825700232,-23.9901281448962],[-51.5676202493062,-23.9888680529305],[-51.5670319312885,-23.9882205911614],[-51.5666214403591,-23.9873735210291],[-51.5662524793075,-23.9864330112873],[-51.5659861768642,-23.9838507481892],[-51.5663744684573,-23.9838100153671],[-51.5663744684573,-23.9838100153671]]]}",2019-10-23,Soja
"{""type"":""Polygon"",""coordinates"":[[[-51.6752125673386,-24.3188300326216],[-51.6751291614245,-24.3191662629149],[-51.6749229221761,-24.3194460916152],[-51.6747933858597,-24.3197175287869],[-51.674686692379,-24.3200189679948],[-51.6744832234857,-24.3203318885372],[-51.6743109628638,-24.3205563020864],[-51.6742175203466,-24.3207293076079],[-51.6741601872432,-24.321109595367],[-51.6741619821542,-24.3214697999001],[-51.6740701946667,-24.3218326873927],[-51.673764679363,-24.3221875763238],[-51.673481433084,-24.3224316986453],[-51.6731434861784,-24.3227698383961],[-51.6727737830129,-24.3230791200971],[-51.672371744949,-24.3233213944023],[-51.671953878444,-24.3235392052403],[-51.671494577966,-24.323727789329],[-51.6710587647817,-24.3238023311533],[-51.6708189446332,-24.3236688778502],[-51.6704266136996,-24.3235690421795],[-51.6699751652021,-24.3235045362446],[-51.6696202967992,-24.323410422119],[-51.6692924066859,-24.3230010369886],[-51.6691256988175,-24.3226746442256],[-51.6691407189335,-24.3224991369513],[-51.6692929259217,-24.3223031503882],[-51.6694431889719,-24.3221774067078],[-51.6695102796497,-24.322031023201],[-51.6696925444959,-24.3221132769541],[-51.6699775132087,-24.3221771518409],[-51.6702152290585,-24.3221887764413],[-51.6703154248085,-24.3220460690884],[-51.6701618500505,-24.3219427273083],[-51.6698334221511,-24.3218399497938],[-51.6695953084091,-24.3217133246529],[-51.6695339036134,-24.3215926905305],[-51.6695398825125,-24.3214870914655],[-51.6694539752438,-24.3211697926941],[-51.6693990574408,-24.320915350491],[-51.6693892338162,-24.3207685066786],[-51.6693221667746,-24.3205331430506],[-51.6693673763973,-24.320392432704],[-51.6695474750535,-24.3203493327478],[-51.6698319144918,-24.3204253299341],[-51.670104467531,-24.320488042051],[-51.6703674318206,-24.3204823404227],[-51.6703870134168,-24.3204818681892],[-51.6706020654137,-24.3205866069292],[-51.6706260467085,-24.3205972573585],[-51.6707968042377,-24.3207619604027],[-51.6709101750084,-24.3208546767012],[-51.6710543070517,-24.320916591521],[-51.6712471160508,-24.3207524947381],[-51.6712595216407,-24.320534046632],[-51.6711776427594,-24.3203212046649],[-51.6709300081096,-24.3201554678864],[-51.6704962087409,-24.3201057118655],[-51.6701843508108,-24.3200647892063],[-51.6699004428999,-24.3201089962326],[-51.6693251587663,-24.320102829131],[-51.6689715359639,-24.3201980713906],[-51.668836900005,-24.3200765554862],[-51.6685704950365,-24.3198489152871],[-51.6684148688176,-24.3198020898472],[-51.6681945014254,-24.3198170706916],[-51.6678166781135,-24.3197009834372],[-51.6678027814774,-24.3196994480247],[-51.667490929671,-24.3195575171299],[-51.6673141791511,-24.3195195686585],[-51.6672127908928,-24.3196754891615],[-51.6669630152714,-24.3197863685273],[-51.6669807102509,-24.3197100884965],[-51.6670446380927,-24.3194407401242],[-51.6671121090205,-24.3191181025077],[-51.6671264655595,-24.31881338262],[-51.6670875985762,-24.3185831220623],[-51.6669423804369,-24.3182547424842],[-51.6668544100558,-24.3179222198809],[-51.6668108728175,-24.3175528252849],[-51.6668471880019,-24.3173022352664],[-51.6670249539378,-24.3169816103858],[-51.6671968985594,-24.3167008179763],[-51.6672474888992,-24.3164670842599],[-51.6675903514593,-24.3164895910366],[-51.6683415889834,-24.3165745441727],[-51.6692758815749,-24.3166881306465],[-51.6697199110219,-24.3167365109161],[-51.6705195515392,-24.3168018850597],[-51.6714913726279,-24.3169532596183],[-51.6718107362973,-24.3170269399205],[-51.6718630695075,-24.3171851264055],[-51.6718208884322,-24.3173330475081],[-51.6715476299842,-24.3175725726612],[-51.6712836074273,-24.3176736935396],[-51.6709417955528,-24.3177421099675],[-51.6706584464566,-24.3177758471838],[-51.6705118605116,-24.3178324413738],[-51.6704854532957,-24.3180268985494],[-51.6705487456186,-24.3181234827064],[-51.6705961002054,-24.3181072463982],[-51.6706436962783,-24.3180641862335],[-51.6707779310191,-24.3180047444314],[-51.6711275809234,-24.3179823164695],[-51.6713937530956,-24.3179468946362],[-51.671499902857,-24.3178765963319],[-51.6715910695618,-24.3178212018748],[-51.6717629005674,-24.3177325010945],[-51.6718168975997,-24.317827571225],[-51.6718393562029,-24.3180036548761],[-51.6719873189862,-24.3180994433135],[-51.6722181752229,-24.3181441007105],[-51.6725217446263,-24.3180941969545],[-51.6727856824135,-24.3180193112575],[-51.6730310082161,-24.3179491022085],[-51.6731636841137,-24.3179691299262],[-51.6731877694672,-24.3180919229692],[-51.6731869772418,-24.3182861338439],[-51.6733415447243,-24.3183526217522],[-51.673530633997,-24.3183967929624],[-51.6739588629147,-24.3184996063202],[-51.6744019489425,-24.3185154805448],[-51.6745661991876,-24.318430586416],[-51.6747794890235,-24.3182789258665],[-51.6749106330198,-24.3182796930829],[-51.6751672849047,-24.3183261413308],[-51.6752125673386,-24.3188300326216],[-51.6752125673386,-24.3188300326216]]]}",2019-10-23,Soja
"{""type"":""Polygon"",""coordinates"":[[[-51.6755395961907,-24.3184025476968],[-51.6756477183092,-24.3185231658168],[-51.6757167342395,-24.3187805453843],[-51.6757315690795,-24.3190642641957],[-51.6757530514273,-24.3193325653423],[-51.675777339614,-24.3196289894516],[-51.6758001035196,-24.3199404505047],[-51.6757357064509,-24.3201026008128],[-51.6756977139476,-24.3202823782531],[-51.6756612093181,-24.3204293298927],[-51.6757533063545,-24.3206287292301],[-51.6757078800441,-24.3208127466142],[-51.6756096339856,-24.3209907533142],[-51.675498741733,-24.3212509742848],[-51.6754529510434,-24.3213972776731],[-51.6753483781168,-24.3216649153383],[-51.6752888505699,-24.3218173759525],[-51.6751729474457,-24.3218955300464],[-51.6751908348311,-24.3219414667269],[-51.6752377066498,-24.3220796491005],[-51.6753246211748,-24.3222762565371],[-51.6752936557563,-24.3225232042911],[-51.6752316970875,-24.3227837777318],[-51.6751549829516,-24.3229898873058],[-51.674970371036,-24.3230421109644],[-51.6747910724026,-24.3231544909661],[-51.6746593142883,-24.323273495755],[-51.674454063242,-24.3232336192499],[-51.6741769612107,-24.3231877308143],[-51.6739501783419,-24.3231306380578],[-51.6737723578213,-24.3230393540078],[-51.6736195868532,-24.3230369768246],[-51.673563533748,-24.3230897431676],[-51.6735011263288,-24.3232730125661],[-51.6734441942505,-24.3234956924907],[-51.6732514213478,-24.3236803109463],[-51.6730165504779,-24.3237420325247],[-51.67272286883,-24.3237406306771],[-51.6727097171918,-24.3237392419285],[-51.6725481623062,-24.3237290637175],[-51.6723979668707,-24.3236603245897],[-51.6724958678754,-24.3235805945599],[-51.6727042201885,-24.3234044580846],[-51.6729175775607,-24.3232022420019],[-51.673010563631,-24.3229769480412],[-51.6731977586378,-24.3228008638757],[-51.6734952225055,-24.3225465598381],[-51.6736558569266,-24.3224145582751],[-51.6739605071956,-24.3221026909271],[-51.6741611068053,-24.3218387749155],[-51.6741953495562,-24.3216994898999],[-51.6742209004504,-24.321467359132],[-51.674260381667,-24.3212091968247],[-51.6742569939576,-24.32091195651],[-51.6743317705145,-24.3206283042335],[-51.6744695237311,-24.3204676425043],[-51.6746422062984,-24.3202757278008],[-51.6747844552937,-24.3201036651869],[-51.6749233038383,-24.3198151224002],[-51.6749560084981,-24.3195872398406],[-51.675019678586,-24.3194794130823],[-51.6750975243789,-24.3193655320808],[-51.675203337085,-24.3192407300818],[-51.6752822962056,-24.3190935193028],[-51.6753060405315,-24.3188966017221],[-51.6752956288713,-24.3186055766808],[-51.6752965081386,-24.3184174821834],[-51.6754277292923,-24.3183522447895],[-51.6755395961907,-24.3184025476968],[-51.6755395961907,-24.3184025476968]]]}",2019-10-23,Soja
"{""type"":""Polygon"",""coordinates"":[[[-51.601582,-23.512446],[-51.601587,-23.512232],[-51.601624,-23.512023],[-51.601649,-23.511865],[-51.601692,-23.51171],[-51.601847,-23.511378],[-51.602035,-23.511066],[-51.602209,-23.510763],[-51.602373,-23.510513],[-51.60252,-23.510237],[-51.602547,-23.509967],[-51.602531,-23.509654],[-51.602483,-23.509337],[-51.60244,-23.509061],[-51.602397,-23.508747],[-51.602354,-23.50853],[-51.602461,-23.508471],[-51.602507,-23.508429],[-51.605213,-23.508877],[-51.606898,-23.509152],[-51.607338,-23.509226],[-51.607574,-23.509293],[-51.607697,-23.509371],[-51.607777,-23.509504],[-51.607871,-23.509649],[-51.607922,-23.509727],[-51.607956,-23.509807],[-51.607979,-23.509927],[-51.608016,-23.509959],[-51.608064,-23.509994],[-51.608086,-23.510033],[-51.608114,-23.510042],[-51.608132,-23.510087],[-51.608146,-23.510108],[-51.608181,-23.510131],[-51.608232,-23.510168],[-51.608298,-23.510183],[-51.608384,-23.510162],[-51.608467,-23.510146],[-51.608579,-23.51011],[-51.608681,-23.510094],[-51.608815,-23.51007],[-51.608917,-23.510013],[-51.608995,-23.509925],[-51.609022,-23.509829],[-51.609043,-23.509755],[-51.60907,-23.509652],[-51.609137,-23.509588],[-51.609207,-23.509578],[-51.609301,-23.509576],[-51.609408,-23.50958],[-51.609741,-23.50963],[-51.609837,-23.509694],[-51.609867,-23.509799],[-51.609827,-23.509866],[-51.609733,-23.509905],[-51.609671,-23.509949],[-51.609572,-23.510045],[-51.60951,-23.510181],[-51.609548,-23.510331],[-51.609725,-23.510616],[-51.609765,-23.510663],[-51.609784,-23.510754],[-51.609768,-23.510879],[-51.609682,-23.5111],[-51.609593,-23.511204],[-51.609505,-23.511282],[-51.609403,-23.511349],[-51.609293,-23.511356],[-51.609186,-23.511327],[-51.609145,-23.511364],[-51.609105,-23.511349],[-51.609089,-23.511273],[-51.609033,-23.511265],[-51.608955,-23.511408],[-51.608571,-23.511769],[-51.60836,-23.5119],[-51.608212,-23.511895],[-51.608078,-23.511703],[-51.608008,-23.511548],[-51.607965,-23.511371],[-51.60803,-23.511263],[-51.608228,-23.511187],[-51.608496,-23.511127],[-51.608789,-23.510886],[-51.609001,-23.510645],[-51.609003,-23.510503],[-51.608974,-23.510382],[-51.608971,-23.510176],[-51.608976,-23.510126],[-51.608952,-23.51008],[-51.608866,-23.510099],[-51.608845,-23.510331],[-51.608791,-23.510365],[-51.608655,-23.510323],[-51.608609,-23.510427],[-51.608655,-23.51054],[-51.608563,-23.510638],[-51.608464,-23.510707],[-51.608343,-23.510768],[-51.608225,-23.510732],[-51.608137,-23.51055],[-51.608059,-23.510431],[-51.607944,-23.510397],[-51.607853,-23.510363],[-51.607697,-23.510505],[-51.607681,-23.510687],[-51.60759,-23.510751],[-51.607407,-23.510714],[-51.607308,-23.510601],[-51.607193,-23.510569],[-51.607083,-23.510594],[-51.607002,-23.510722],[-51.607091,-23.51096],[-51.607112,-23.511083],[-51.607051,-23.511211],[-51.606965,-23.511297],[-51.606777,-23.511332],[-51.606678,-23.511391],[-51.606589,-23.511494],[-51.606452,-23.511573],[-51.606318,-23.511708],[-51.606262,-23.511919],[-51.606192,-23.511971],[-51.606096,-23.51202],[-51.606005,-23.512195],[-51.605935,-23.512232],[-51.605814,-23.512222],[-51.605637,-23.512141],[-51.605449,-23.512202],[-51.60539,-23.512335],[-51.605256,-23.512392],[-51.605114,-23.512382],[-51.605111,-23.512458],[-51.605044,-23.512458],[-51.604945,-23.512328],[-51.604854,-23.512252],[-51.604755,-23.512222],[-51.60446,-23.512227],[-51.604304,-23.512495],[-51.604355,-23.512603],[-51.604291,-23.512704],[-51.604154,-23.512822],[-51.604106,-23.512869],[-51.603979,-23.512837],[-51.603819,-23.512837],[-51.603663,-23.512829],[-51.603422,-23.51279],[-51.603357,-23.512751],[-51.60322,-23.512751],[-51.603137,-23.512721],[-51.601582,-23.512446]]]}",2019-10-25,Soja
"{""type"":""Polygon"",""coordinates"":[[[-51.470761,-23.521642],[-51.470541,-23.521723],[-51.470369,-23.521789],[-51.471773,-23.523623],[-51.472319,-23.524321],[-51.472967,-23.525101],[-51.473053,-23.525149],[-51.473179,-23.525161],[-51.473266,-23.525183],[-51.473375,-23.52521],[-51.473609,-23.525283],[-51.473764,-23.525323],[-51.473973,-23.52536],[-51.474096,-23.525424],[-51.47423,-23.525499],[-51.474456,-23.525636],[-51.474547,-23.525687],[-51.474643,-23.525761],[-51.474672,-23.525783],[-51.47469,-23.525793],[-51.474729,-23.525813],[-51.474769,-23.52584],[-51.474771,-23.525837],[-51.474781,-23.525814],[-51.474799,-23.525781],[-51.474834,-23.52575],[-51.474861,-23.525711],[-51.474895,-23.525685],[-51.474928,-23.525637],[-51.474973,-23.525606],[-51.475026,-23.525564],[-51.475097,-23.525486],[-51.475113,-23.525358],[-51.475215,-23.525289],[-51.475279,-23.525313],[-51.475339,-23.525356],[-51.475357,-23.525375],[-51.475397,-23.525383],[-51.475472,-23.525333],[-51.47555,-23.525331],[-51.475617,-23.525414],[-51.475663,-23.525419],[-51.475751,-23.525441],[-51.47585,-23.525532],[-51.475939,-23.525626],[-51.476033,-23.525727],[-51.476161,-23.525845],[-51.476237,-23.525857],[-51.47633,-23.525886],[-51.476384,-23.52598],[-51.476317,-23.526078],[-51.476373,-23.526167],[-51.476435,-23.526221],[-51.476467,-23.526253],[-51.476612,-23.526395],[-51.476725,-23.526513],[-51.476961,-23.526769],[-51.477132,-23.526971],[-51.477149,-23.526956],[-51.477331,-23.526804],[-51.477583,-23.526636],[-51.477771,-23.526494],[-51.477883,-23.52641],[-51.477959,-23.526341],[-51.477803,-23.526194],[-51.477701,-23.526027],[-51.477712,-23.525953],[-51.477706,-23.525879],[-51.477792,-23.525786],[-51.478018,-23.525633],[-51.478286,-23.52549],[-51.47835,-23.525387],[-51.478272,-23.525237],[-51.478152,-23.525112],[-51.47805,-23.524979],[-51.4779,-23.524802],[-51.477771,-23.524664],[-51.477642,-23.524448],[-51.477556,-23.524251],[-51.477749,-23.524015],[-51.477985,-23.523857],[-51.478157,-23.523739],[-51.478264,-23.523641],[-51.478565,-23.523405],[-51.478608,-23.52311],[-51.478758,-23.522952],[-51.478865,-23.522677],[-51.479014,-23.522584],[-51.479194,-23.522536],[-51.479391,-23.522496],[-51.479479,-23.522507],[-51.479638,-23.522464],[-51.479782,-23.522467],[-51.479937,-23.522354],[-51.480047,-23.522333],[-51.480169,-23.522196],[-51.480114,-23.522045],[-51.479981,-23.52189],[-51.479766,-23.521752],[-51.479644,-23.521718],[-51.479416,-23.521674],[-51.479316,-23.521615],[-51.479214,-23.521549],[-51.479002,-23.521536],[-51.478809,-23.521473],[-51.478655,-23.521346],[-51.478621,-23.521289],[-51.478542,-23.521238],[-51.478329,-23.521182],[-51.478121,-23.521141],[-51.477879,-23.52116],[-51.477775,-23.521104],[-51.477728,-23.521055],[-51.477655,-23.520964],[-51.477574,-23.520863],[-51.477563,-23.520735],[-51.477622,-23.520622],[-51.477688,-23.520591],[-51.477757,-23.520564],[-51.477814,-23.520508],[-51.477818,-23.520461],[-51.477786,-23.520439],[-51.477772,-23.520401],[-51.477783,-23.520362],[-51.477807,-23.520339],[-51.477819,-23.520295],[-51.47782,-23.520264],[-51.477799,-23.520199],[-51.477795,-23.520166],[-51.477775,-23.520132],[-51.47774,-23.520073],[-51.477693,-23.520049],[-51.47768,-23.520004],[-51.477685,-23.519903],[-51.477694,-23.519709],[-51.477672,-23.51964],[-51.477657,-23.51961],[-51.477651,-23.519566],[-51.47763,-23.519533],[-51.477576,-23.519515],[-51.477509,-23.519501],[-51.477445,-23.519498],[-51.477401,-23.519485],[-51.477277,-23.519477],[-51.477186,-23.51946],[-51.476976,-23.519464],[-51.476676,-23.519509],[-51.476388,-23.519588],[-51.476284,-23.519621],[-51.476184,-23.51965],[-51.475993,-23.519716],[-51.475613,-23.519865],[-51.475003,-23.5201],[-51.474186,-23.520379],[-51.473262,-23.52071],[-51.472795,-23.520864],[-51.472573,-23.520953],[-51.472366,-23.521034],[-51.471757,-23.521263],[-51.471494,-23.521361],[-51.471162,-23.521482],[-51.470761,-23.521642]]]}",2019-10-25,Soja
"{""type"":""Polygon"",""coordinates"":[[[-52.044377,-22.669417],[-52.051066,-22.672719],[-52.056731,-22.67554],[-52.055309,-22.676946],[-52.053791,-22.678292],[-52.053094,-22.678411],[-52.052536,-22.678639],[-52.052407,-22.678886],[-52.052171,-22.679154],[-52.051855,-22.679337],[-52.051367,-22.679545],[-52.050825,-22.679842],[-52.05038,-22.680386],[-52.050213,-22.680535],[-52.050025,-22.680638],[-52.049891,-22.680678],[-52.049725,-22.680688],[-52.049494,-22.680683],[-52.049242,-22.680569],[-52.04877,-22.680292],[-52.047434,-22.679386],[-52.047118,-22.679183],[-52.046828,-22.678985],[-52.046142,-22.678535],[-52.045401,-22.678154],[-52.044876,-22.677961],[-52.043057,-22.677362],[-52.041936,-22.676986],[-52.041271,-22.676704],[-52.041201,-22.676649],[-52.04118,-22.676582],[-52.041166,-22.676503],[-52.041169,-22.676399],[-52.04119,-22.676327],[-52.041271,-22.676129],[-52.041312,-22.675847],[-52.041373,-22.675482],[-52.041429,-22.675215],[-52.041517,-22.674883],[-52.041547,-22.674788],[-52.041574,-22.674693],[-52.041626,-22.674553],[-52.041786,-22.674135],[-52.041855,-22.673929],[-52.041917,-22.67372],[-52.041975,-22.673522],[-52.042179,-22.673221],[-52.042264,-22.673101],[-52.042326,-22.672966],[-52.042388,-22.672856],[-52.042553,-22.67247],[-52.042668,-22.672229],[-52.042767,-22.672011],[-52.042873,-22.67172],[-52.042935,-22.671543],[-52.042974,-22.671468],[-52.043077,-22.671302],[-52.04315,-22.67118],[-52.04325,-22.670964],[-52.043307,-22.670904],[-52.043403,-22.670826],[-52.043619,-22.670651],[-52.043772,-22.670543],[-52.043909,-22.670392],[-52.044,-22.670265],[-52.044062,-22.67003],[-52.04413,-22.669812],[-52.044256,-22.669622],[-52.044377,-22.669417]]]}",2019-10-27,Soja
"{""type"":""Polygon"",""coordinates"":[[[-51.968422,-23.074422],[-51.969259,-23.074806],[-51.963513,-23.08823],[-51.960472,-23.087134],[-51.961733,-23.086295],[-51.961867,-23.086384],[-51.961845,-23.086483],[-51.961883,-23.086581],[-51.961958,-23.086621],[-51.96207,-23.086626],[-51.962162,-23.086611],[-51.962258,-23.0867],[-51.962516,-23.086779],[-51.96258,-23.086779],[-51.962977,-23.085486],[-51.962253,-23.085678],[-51.96206,-23.085639],[-51.961716,-23.086206],[-51.960386,-23.087085],[-51.960359,-23.08708],[-51.962188,-23.084218],[-51.968422,-23.074422]]]}",2019-11-01,Soja
"{""type"":""Polygon"",""coordinates"":[[[-51.6413917353138,-24.031678063583],[-51.6407872802701,-24.0325414769217],[-51.6406031820025,-24.0325928151193],[-51.6406039161911,-24.0327825573081],[-51.6405033040518,-24.0329274814332],[-51.6404025098724,-24.0331047215594],[-51.6404785800649,-24.0333005695567],[-51.6401543784473,-24.0336773902891],[-51.6398548053099,-24.0341296935748],[-51.6397831103274,-24.0346034300088],[-51.639723451347,-24.0351559182972],[-51.6396039004585,-24.0356101249798],[-51.6393935127543,-24.0358136311947],[-51.6392241967509,-24.0359162515105],[-51.6390308844996,-24.0359465443505],[-51.6387807888918,-24.0357893925976],[-51.6384482874001,-24.0356640251997],[-51.6383345882003,-24.035484429595],[-51.638435653431,-24.0353389380662],[-51.638638706561,-24.0352163782087],[-51.6386543156241,-24.0351306073465],[-51.6385375476082,-24.0349640346219],[-51.6384305801108,-24.0345212681684],[-51.6384412638669,-24.0341696607743],[-51.638366323721,-24.0340202467607],[-51.6382724515596,-24.0337172005833],[-51.6384616445609,-24.0335144931923],[-51.6388566327868,-24.0332816853105],[-51.6392062091923,-24.0332903217913],[-51.6392409367825,-24.0331758377223],[-51.6392554496094,-24.0329387850891],[-51.6388108027832,-24.032777804305],[-51.6387951206907,-24.0326991401298],[-51.6387797931538,-24.0324165962202],[-51.6388775068327,-24.0321944207535],[-51.6387369979705,-24.0319397590555],[-51.6387525305542,-24.031785047758],[-51.6389093053146,-24.0317051551991],[-51.6391643888713,-24.0314340437987],[-51.6393770025739,-24.0312750314428],[-51.6395311678195,-24.0309578990251],[-51.6395199828394,-24.0306972429254],[-51.639950271111,-24.030132011996],[-51.6403053092118,-24.0298775304838],[-51.6407147217552,-24.0302574308258],[-51.6412442930841,-24.0304468588331],[-51.6416635772289,-24.030595828121],[-51.6416438603782,-24.0308908505389],[-51.6418087419479,-24.0310492859339],[-51.6413917353138,-24.031678063583],[-51.6413917353138,-24.031678063583]]]}",2019-11-04,Soja
"{""type"":""Polygon"",""coordinates"":[[[-51.639130198144,-24.0184604942385],[-51.6389731497449,-24.0189322663692],[-51.6388196244653,-24.0191176807974],[-51.6386454600362,-24.0193051440995],[-51.6384848398629,-24.0195100771325],[-51.6383333386199,-24.0197933671384],[-51.6381539244242,-24.0200082272207],[-51.637916795176,-24.020093814699],[-51.6377054591884,-24.0202479118872],[-51.6376057522276,-24.02042821734],[-51.6375035639921,-24.0204488137159],[-51.6374843206714,-24.0202825683513],[-51.6375245262926,-24.0199787120641],[-51.6376128533217,-24.0196538795373],[-51.637958248858,-24.0194893750781],[-51.6380919648841,-24.0193895007204],[-51.6383463823064,-24.0191809319867],[-51.6384036752499,-24.0189390329396],[-51.6384488756216,-24.0187160904144],[-51.6386070625043,-24.0185824581978],[-51.6388394221919,-24.0184246757502],[-51.6388272200747,-24.01812546615],[-51.6386776768174,-24.0179993157878],[-51.6387048316902,-24.0177378143053],[-51.6387672774867,-24.0174842901317],[-51.6385463522239,-24.0173638962455],[-51.6383457379359,-24.0170749477367],[-51.6381516210505,-24.0168992621477],[-51.6379189029376,-24.0168931567219],[-51.6376302314652,-24.0169221019831],[-51.6375263404875,-24.0170036296067],[-51.6375335869799,-24.0172487827504],[-51.6375612734717,-24.0175579501972],[-51.637529975127,-24.0176963677707],[-51.6373906579605,-24.0178114641306],[-51.63709451539,-24.0179239691374],[-51.636959094423,-24.0181033969468],[-51.6368197885919,-24.0183097958225],[-51.6367319442746,-24.0185998110763],[-51.6365522609181,-24.0187806598411],[-51.636282791821,-24.0189080292004],[-51.6358443589997,-24.0190136716991],[-51.6355411317991,-24.0190863078039],[-51.6352278490304,-24.0191284886092],[-51.6349590819104,-24.0192769789225],[-51.6348585296225,-24.0190594624519],[-51.6343769598059,-24.0186537840397],[-51.6342903441598,-24.0185260955046],[-51.6342411151162,-24.0185257873103],[-51.6335663208315,-24.0180392749177],[-51.6335074378107,-24.0179410601812],[-51.6336737835824,-24.0175960822001],[-51.6341676065389,-24.0170327638411],[-51.6343825102512,-24.016758411077],[-51.6348294614731,-24.0162516958877],[-51.635059547078,-24.0160471916328],[-51.6354074163571,-24.0158778160238],[-51.6360031096954,-24.0157324485775],[-51.6367311912403,-24.015746627295],[-51.637180145018,-24.0157456763113],[-51.6376679997534,-24.0159168676937],[-51.6380811091238,-24.0159470982974],[-51.6384176802011,-24.0160062874086],[-51.6387429198139,-24.0160965276306],[-51.6388748877944,-24.016199046381],[-51.6389704416324,-24.0163617017004],[-51.638994371161,-24.0166990909704],[-51.6390748044091,-24.0171308934631],[-51.6391822137534,-24.0173351591375],[-51.6392819469009,-24.0177239645311],[-51.6393869827116,-24.0182154207806],[-51.639130198144,-24.0184604942385],[-51.639130198144,-24.0184604942385]]]}",2019-11-04,Soja
