Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029803;Nº Da Autorização/Licença Sisbio: 11399;12/04/2016;13/04/2016 a 13/04/2016;12/12/2012;Hoplias malabaricus;Traíra;Hoplias malabaricus;species;1;Sem Informações;Chordata;Actinopterygii;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029804;Nº Da Autorização/Licença Sisbio: 11399;15/05/2016;16/05/2016 a 16/05/2016;12/12/2012;Hypostomus hermanni;Sem Informações;Hypostomus hermanni;species;7;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus hermanni;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029805;Nº Da Autorização/Licença Sisbio: 11399;15/05/2016;16/05/2016 a 16/05/2016;12/12/2012;Serrasalmus maculatus;Piranha-amarela;Serrasalmus maculatus;species;3;Sem Informações;Chordata;Actinopterygii;Characiformes;Characidae;Serrasalmus;Serrasalmus maculatus;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029806;Nº Da Autorização/Licença Sisbio: 11399;15/05/2016;16/05/2016 a 16/05/2016;12/12/2012;Hypostomus paulinus;Cascudo;Hypostomus paulinus;species;1;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus paulinus;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029807;Nº Da Autorização/Licença Sisbio: 11399;15/05/2016;16/05/2016 a 16/05/2016;12/12/2012;Hypostomus nigromaculatus;Cascudo;Hypostomus nigromaculatus;species;1;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus nigromaculatus;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029808;Nº Da Autorização/Licença Sisbio: 11399;15/05/2016;16/05/2016 a 16/05/2016;12/12/2012;Astyanax fasciatus;Lambari-do-rabo-vermelho;Astyanax fasciatus;species;4;Sem Informações;Chordata;Actinopterygii;Characiformes;Characidae;Astyanax;Astyanax fasciatus;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029809;Nº Da Autorização/Licença Sisbio: 11399;10/07/2016;11/07/2016 a 11/07/2016;12/12/2012;Hypostomus hermanni;Sem Informações;Hypostomus hermanni;species;8;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus hermanni;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029810;Nº Da Autorização/Licença Sisbio: 11399;10/07/2016;11/07/2016 a 11/07/2016;12/12/2012;Hypostomus paulinus;Cascudo;Hypostomus paulinus;species;2;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus paulinus;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029811;Nº Da Autorização/Licença Sisbio: 11399;10/07/2016;11/07/2016 a 11/07/2016;12/12/2012;Hypostomus strigaticeps;Cascudo-pintado;Hypostomus strigaticeps;species;2;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus strigaticeps;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029812;Nº Da Autorização/Licença Sisbio: 11399;10/07/2016;11/07/2016 a 11/07/2016;12/12/2012;Astyanax fasciatus;Lambari-do-rabo-vermelho;Astyanax fasciatus;species;5;Sem Informações;Chordata;Actinopterygii;Characiformes;Characidae;Astyanax;Astyanax fasciatus;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029813;Nº Da Autorização/Licença Sisbio: 11399;13/02/2017;14/02/2017 a 14/02/2017;12/12/2012;Hypostomus strigaticeps;Cascudo-pintado;Hypostomus strigaticeps;species;2;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus strigaticeps;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029814;Nº Da Autorização/Licença Sisbio: 11399;20/03/2017;21/03/2017 a 21/03/2017;12/12/2012;Hypostomus hermanni;Sem Informações;Hypostomus hermanni;species;11;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus hermanni;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029815;Nº Da Autorização/Licença Sisbio: 11399;20/03/2017;21/03/2017 a 21/03/2017;12/12/2012;Hypostomus nigromaculatus;Cascudo;Hypostomus nigromaculatus;species;2;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus nigromaculatus;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029816;Nº Da Autorização/Licença Sisbio: 11399;20/03/2017;21/03/2017 a 21/03/2017;12/12/2012;Hypostomus paulinus;Cascudo;Hypostomus paulinus;species;1;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus paulinus;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029817;Nº Da Autorização/Licença Sisbio: 11399;20/03/2017;21/03/2017 a 21/03/2017;12/12/2012;Hypostomus strigaticeps;Cascudo-pintado;Hypostomus strigaticeps;species;3;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus strigaticeps;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029818;Nº Da Autorização/Licença Sisbio: 11399;20/03/2017;21/03/2017 a 21/03/2017;12/12/2012;Hypostomus ancistroides;Cascudo;Hypostomus ancistroides;species;4;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus ancistroides;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029819;Nº Da Autorização/Licença Sisbio: 11399;13/02/2017;14/02/2017 a 14/02/2017;12/12/2012;Proloricaria prolixa;Rapa-canoa;Proloricaria prolixa;species;2;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Proloricaria;Proloricaria prolixa;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029820;Nº Da Autorização/Licença Sisbio: 11399;13/02/2017;14/02/2017 a 14/02/2017;12/12/2012;Apteronotus albifrons;Peixe-fantasma;Apteronotus albifrons;species;1;Sem Informações;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Apteronotus;Apteronotus albifrons;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029821;Nº Da Autorização/Licença Sisbio: 11399;13/02/2017;14/02/2017 a 14/02/2017;12/12/2012;Gymnotiformes;Sem Informações;Gymnotiformes;order;1;Sem Informações;Chordata;Actinopterygii;Gymnotiformes;Sem Informações;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029822;Nº Da Autorização/Licença Sisbio: 11399;13/02/2017;14/02/2017 a 14/02/2017;12/12/2012;Apteronotidae;Sem Informações;Apteronotidae;family;1;Sem Informações;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Lucia Giuliano Caetano;1029823;Nº Da Autorização/Licença Sisbio: 11399;13/02/2017;14/02/2017 a 14/02/2017;12/12/2012;Apteronotus;Sem Informações;Apteronotus;genus;1;Sem Informações;Chordata;Actinopterygii;Gymnotiformes;Apteronotidae;Apteronotus;Sem Informações;Espécie Ameaçada;Em Perigo;Ribeirão Três Bocas;Brasil;PR;Londrina;Espécie não Sensível;-23.385525;-51.076383;Coordenada aproximada;Sem Informações;Será destinado posteriormente
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;D.F. Lima;RB01331163;295;22/08/2011;Sem Informações;30/10/2017;Myrcia laruotteana;Sem Informações;Myrcia laruotteana Cambess.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Myrtales;Myrtaceae;Myrcia;Myrcia laruotteana;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy. Margem direita do Ribeirão dos Apertados;Brasil;Paraná;Londrina;Espécie não Sensível;-23.4566667;-51.2386111;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;D.F. Lima;RB01331164;296;23/08/2011;Sem Informações;30/10/2017;Myrcia laruotteana;Sem Informações;Myrcia laruotteana Cambess.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Myrtales;Myrtaceae;Myrcia;Myrcia laruotteana;Espécie não Ameaçada;Sem Informações;Parque Histórico Municipal Danziger Hof.;Brasil;Paraná;Cambé;Espécie não Sensível;-23.2997222;-51.2786111;Sem Informações;Sem Informações;Sem Informações
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rúbia De Oliveira Molina;1048413;Nº Da Autorização/Licença Sisbio: 38560;02/10/2016;03/10/2016 a 03/10/2016;18/05/2017;Bemisia tabaci;Sem Informações;Bemisia tabaci;species;150;Sem Informações;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Bemisia;Bemisia tabaci;Espécie não Ameaçada;Sem Informações;Estação Experimental Iapar - Londrina/Pr;Brasil;PR;Londrina;Espécie não Sensível;-23.365;-51.169167;Coordenada aproximada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Camargo Jerep;1103468;Nº Da Autorização/Licença Sisbio: 42829;11/12/2016;12/12/2016 a 12/12/2016;13/09/2017;Hypostomus strigaticeps;Cascudo-pintado;Hypostomus strigaticeps;species;4;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus strigaticeps;Espécie não Ameaçada;Sem Informações;Riachos Na Região De Londrina;Brasil;PR;Londrina;Espécie não Sensível;-23.416611;-51.248194;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Camargo Jerep;1103469;Nº Da Autorização/Licença Sisbio: 42829;11/12/2016;12/12/2016 a 12/12/2016;13/09/2017;Hypostomus nigromaculatus;Cascudo;Hypostomus nigromaculatus;species;7;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus nigromaculatus;Espécie não Ameaçada;Sem Informações;Riachos Na Região De Londrina;Brasil;PR;Londrina;Espécie não Sensível;-23.416611;-51.248194;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Camargo Jerep;1103470;Nº Da Autorização/Licença Sisbio: 42829;11/12/2016;12/12/2016 a 12/12/2016;13/09/2017;Hypostomus ancistroides;Cascudo;Hypostomus ancistroides;species;1;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus ancistroides;Espécie não Ameaçada;Sem Informações;Riachos Na Região De Londrina;Brasil;PR;Londrina;Espécie não Sensível;-23.416611;-51.248194;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Camargo Jerep;1103474;Nº Da Autorização/Licença Sisbio: 42829;20/06/2017;21/06/2017 a 21/06/2017;13/09/2017;Hypostomus strigaticeps;Cascudo-pintado;Hypostomus strigaticeps;species;3;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus strigaticeps;Espécie não Ameaçada;Sem Informações;Riachos Na Região De Londrina;Brasil;PR;Londrina;Espécie não Sensível;-23.416611;-51.248194;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Camargo Jerep;1103475;Nº Da Autorização/Licença Sisbio: 42829;20/06/2017;21/06/2017 a 21/06/2017;13/09/2017;Hypostomus nigromaculatus;Cascudo;Hypostomus nigromaculatus;species;1;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus nigromaculatus;Espécie não Ameaçada;Sem Informações;Riachos Na Região De Londrina;Brasil;PR;Londrina;Espécie não Sensível;-23.416611;-51.248194;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Camargo Jerep;1103476;Nº Da Autorização/Licença Sisbio: 42829;11/07/2017;12/07/2017 a 12/07/2017;13/09/2017;Hypostomus strigaticeps;Cascudo-pintado;Hypostomus strigaticeps;species;4;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus strigaticeps;Espécie não Ameaçada;Sem Informações;Riachos Na Região De Londrina;Brasil;PR;Londrina;Espécie não Sensível;-23.416611;-51.248194;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Camargo Jerep;1103477;Nº Da Autorização/Licença Sisbio: 42829;11/07/2017;12/07/2017 a 12/07/2017;13/09/2017;Hypostomus nigromaculatus;Cascudo;Hypostomus nigromaculatus;species;22;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus nigromaculatus;Espécie não Ameaçada;Sem Informações;Riachos Na Região De Londrina;Brasil;PR;Londrina;Espécie não Sensível;-23.416611;-51.248194;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Fernando Camargo Jerep;1103478;Nº Da Autorização/Licença Sisbio: 42829;11/07/2017;12/07/2017 a 12/07/2017;13/09/2017;Hypostomus ancistroides;Cascudo;Hypostomus ancistroides;species;6;Sem Informações;Chordata;Actinopterygii;Siluriformes;Loricariidae;Hypostomus;Hypostomus ancistroides;Espécie não Ameaçada;Sem Informações;Riachos Na Região De Londrina;Brasil;PR;Londrina;Espécie não Sensível;-23.416611;-51.248194;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Maíra Nunes Fregonezi;128259;Nº Da Autorização/Licença Sisbio: 28606, Projeto: Comunidade De Morcegos Do Parque Estadual Mata Dos Godoy, Londrina, Paraná;30/06/2011;01/07/2011 a 30/08/2011;12/08/2017;Vampyressa pusilla;Morcego;Vampyressa pusilla;species;1;Sem Informações;Chordata;Mammalia;Chiroptera;Phyllostomidae;Vampyressa;Vampyressa pusilla;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata Dos Godoy;Brasil;PR;Londrina;Espécie não Sensível;-23.452778;-51.252778;Coordenada aproximada;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Maíra Nunes Fregonezi;128283;Nº Da Autorização/Licença Sisbio: 28606, Projeto: Comunidade De Morcegos Do Parque Estadual Mata Dos Godoy, Londrina, Paraná;30/06/2011;01/07/2011 a 30/08/2011;12/08/2017;Myotis nigricans;Morcego;Myotis nigricans;species;9;Sem Informações;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;Myotis nigricans;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata Dos Godoy;Brasil;PR;Londrina;Espécie não Sensível;-23.452778;-51.252778;Coordenada aproximada;Sem Informações;Solto/mantido na natureza
